username,city,country,gender,year_of_birth,level_of_education,body,polarity,subjectivity,course_id,Certificate_Delivered
Elie82,Montrouge,FR,m,1982,m,"Bonjour,

dans le montage du cours de cette semaine, la LED est reliée à la broche numérique ainsi qu'à la masse tandis que la photorésistance est reliée à la broche analogique, à la masse et à la tension.

Faut-il en conclure qu'un branchement numérique implique le branchement sur le courant ?
Par ailleurs, faut-il envisager une résistance par composant (une pour la LED, une pour la photorésistance) ou une résistance plus forte conviendrait aussi bien ?",0.0,0.0,MinesTelecom/04017/session01,N
Elie82,Montrouge,FR,m,1982,m,"L'exemple AnalogInOutserial de Arduino n'indique pas le sens (Input / Output) de chaque broche dans l'initialisation, et pourtant cela fonctionne. J'ai repris, par inadvertance, ce fonctionnement dans le TP, le circuit est bien opérationnel.

En fonction de l’utilisation des variables, Arduino déduit-il le sens d'utilisation de la broche ?",0.0,0.0,MinesTelecom/04017/session01,Y
Elie82,Montrouge,FR,m,1982,m,"L'exemple AnalogInOutserial de Arduino n'indique pas le sens (Input / Output) de chaque broche dans l'initialisation, et pourtant cela fonctionne. J'ai repris, par inadvertance, ce fonctionnement dans le TP, le circuit est bien opérationnel.

En fonction de l’utilisation des variables, Arduino déduit-il le sens d'utilisation de la broche ?",0.0,0.0,MinesTelecom/04017/session01,N
p_augereau,Montpellier,FR,m,1949,p,"![saisir une description de l’image ici][1]Voici!
En espérant que l'envoi d'image marche; je n'ai pas l'habitude de le faire.
![Montage][1]


  [1]: /media/1460895248518541.jpg",0.0,0.0,MinesTelecom/04017/session01,Y
p_augereau,Montpellier,FR,m,1949,p,"![saisir une description de l’image ici][1]Voici!
En espérant que l'envoi d'image marche; je n'ai pas l'habitude de le faire.
![Montage][1]


  [1]: /media/1460895248518541.jpg",0.0,0.0,MinesTelecom/04017/session01,N
p_augereau,Montpellier,FR,m,1949,p,"Nouveau montage (le même que le précédent normalement, mais en changeant de bouton poussoir); et cette fois ça marche.
![nouveau bouton][1]


  [1]: /media/14608970677836611.jpg",0.0,0.0,MinesTelecom/04017/session01,Y
p_augereau,Montpellier,FR,m,1949,p,"Nouveau montage (le même que le précédent normalement, mais en changeant de bouton poussoir); et cette fois ça marche.
![nouveau bouton][1]


  [1]: /media/14608970677836611.jpg",0.0,0.0,MinesTelecom/04017/session01,N
Kanematsu,Montalieu-Vercieu,FR,m,1990,b,"Bonjour,

J'ai un problème très bête mais que je n'arrive pas à résoudre. Sur l'image du buzzer tel qu'il est présenté dans le cours, il y a un bout de plastique blanc qui relie les deux fils (rouge et noir). J'imagine que c'est pour faciliter le branchement. De mon côté le buzzer m'a été livré sans, les deux fils sont séparés dénudés sur 2mm au bout. Le souci c'est que le diamètre de la gaine est trop important pour passer dans les trous de la platine de prototypage. Ai-je raté quelque chose (ce qui est tout a fait possible) ou faut-il simplement que je dénude un peu plus mes fils ?
Je précise que j'ai acheté le kit chez Semageek.

Désolé encore pour cette question naïve qui ne nécessitera pas, je l'espère, l'intervention d'un prof ou autre spécialiste.

En tous cas merci pour le mooc et have fun !

Kanematsu ",0.258333,0.733333,MinesTelecom/04017/session01,Y
Kanematsu,Montalieu-Vercieu,FR,m,1990,b,"Bonjour,

J'ai un problème très bête mais que je n'arrive pas à résoudre. Sur l'image du buzzer tel qu'il est présenté dans le cours, il y a un bout de plastique blanc qui relie les deux fils (rouge et noir). J'imagine que c'est pour faciliter le branchement. De mon côté le buzzer m'a été livré sans, les deux fils sont séparés dénudés sur 2mm au bout. Le souci c'est que le diamètre de la gaine est trop important pour passer dans les trous de la platine de prototypage. Ai-je raté quelque chose (ce qui est tout a fait possible) ou faut-il simplement que je dénude un peu plus mes fils ?
Je précise que j'ai acheté le kit chez Semageek.

Désolé encore pour cette question naïve qui ne nécessitera pas, je l'espère, l'intervention d'un prof ou autre spécialiste.

En tous cas merci pour le mooc et have fun !

Kanematsu ",0.258333,0.733333,MinesTelecom/04017/session01,N
Kanematsu,Montalieu-Vercieu,FR,m,1990,b,"Merci beaucoup,

Par hasard, est-ce que tu sais à qui tu as répondu ? XD",0.0,0.0,MinesTelecom/04017/session01,Y
Kanematsu,Montalieu-Vercieu,FR,m,1990,b,"Merci beaucoup,

Par hasard, est-ce que tu sais à qui tu as répondu ? XD",0.0,0.0,MinesTelecom/04017/session01,N
BEARAP,PARIS,FR,f,1961,m,"Bonjour,

je débute, et je souhaiterai savoir si lorsqu'on écrit :

digitalWrite(rougeP,LOW);

digitalWrite(rougeV, HIGH);

digitalWrite(verteP,HIGH);

delay(5000);

la durée de 5 secondes s'applique aux 3 phrases précédentes, ou seulement à celle qui est juste avant?

Merci,
Béatrice",0.16,0.54,MinesTelecom/04017/session01,Y
BEARAP,PARIS,FR,f,1961,m,"Bonjour,

je débute, et je souhaiterai savoir si lorsqu'on écrit :

digitalWrite(rougeP,LOW);

digitalWrite(rougeV, HIGH);

digitalWrite(verteP,HIGH);

delay(5000);

la durée de 5 secondes s'applique aux 3 phrases précédentes, ou seulement à celle qui est juste avant?

Merci,
Béatrice",0.16,0.54,MinesTelecom/04017/session01,N
BEARAP,PARIS,FR,f,1961,m,"Merci,
on peut mettre cet état digitalWrite() dans le setup() et ensuite le modifier dans le loop? Béatrice",0.0,0.0,MinesTelecom/04017/session01,Y
BEARAP,PARIS,FR,f,1961,m,"Merci,
on peut mettre cet état digitalWrite() dans le setup() et ensuite le modifier dans le loop? Béatrice",0.0,0.0,MinesTelecom/04017/session01,N
Tekarihoken,LYON,FR,m,1982,m,"le simulateur semble théoriquement être capable de gérer la variation de luminosité mais en pratique ca semble toujours renvoyer la luminosité maximale, ce qui semble être un bug",0.2,0.4,MinesTelecom/04017/session01,Y
Tekarihoken,LYON,FR,m,1982,m,"J'ai essayé de réaliser le montage sur le simultateur et il semblerait que la photorésistance semble toujours renvoyer 1023, et ce même si on peux régler via une petite barre l'intensité lumineuse.
Est ce que d'autres personnes ont observées ce phénomène ?",0.0,0.0,MinesTelecom/04017/session01,Y
Cfreou,Bordeaux,FR,m,1961,m,"Bonjour,
Le feu piéton doit passer au vert seulement si un piéton appuie pendant que le feu voiture est au vert ? Si le feu voiture est au rouge, l'appel piéton n'est pas enregistré et le piéton ne pourra pas traverser ? bizarre, mais bon ...

Ensuite, pour le feu vert on peut faire une boucle après l'avoir allumé, du style :
++++++++++++
allumer le feu vert;
faire 300 fois , 
{tester la valeur du bouton, 
 si la variable bouton_appuyé est vraie, 
    {
    éteindre le feu vert;
    allumer le feu orange;
    attendre une seconde
    éteindre le feu orange;
    allumer le feu rouge;
    allumer le feu vert piéton;
    attendre 5 secondes;
    éteindre le feu vert piéton;
    allumer le feu rouge piéton;
    éteindre le feu rouge;
    mettre la variable bouton-appuyé à faux;
    }
attendre 10 millisecondes;
}
++++++++++++
Je suis sur la piste là ? (non, non pas cyclable la piste, il manquerait plus que ça ;-)
Mais on a pas encore vu les boucles, si ? Ou on peut faire autrement ?
Je ne vois pas ...
La difficulté vient plus de l'algorithmique que de la programmation.
A vous les pros !


    



",0.35625,0.8,MinesTelecom/04017/session01,N
YaZko,Rennes,FR,m,1990,m,"Bonjour,

Le délai ne s'applique pas réellement à une autre commande, c'est simplement en elle-même une commande dont l'effet est d'attendre 5 secondes. Lorsque vous programmez dans un tel langage dit séquentiel, les commandes s'effectuent les unes après les autres aussi rapidement que l'Arduino le peut.

Ici, il va donc mettre rougeP à Low presque instantanément (l'Arduino est cadencé à 16MHz, il peut effectuer 16 million d'opérations élémentaires par seconde. Celle-ci n'est probablement pas élémentaire, mais vous pouvez tabler sur quelque chose de l'ordre de la micro-seconde).

De même pour les deux instructions suivantes.

Il arrive alors à votre wait, qui lui prend 5 secondes à exécuter.

Par conséquent ce morceau de code dans son ensemble ne verra une attente de 5 secondes qu'une seule fois, durant laquelle seront allumées rougeV et verteP.

J'espère être clair,

Amicalement,

Yannick.",0.0,0.3,MinesTelecom/04017/session01,Y
YaZko,Rennes,FR,m,1990,m,"Bonjour,

Le délai ne s'applique pas réellement à une autre commande, c'est simplement en elle-même une commande dont l'effet est d'attendre 5 secondes. Lorsque vous programmez dans un tel langage dit séquentiel, les commandes s'effectuent les unes après les autres aussi rapidement que l'Arduino le peut.

Ici, il va donc mettre rougeP à Low presque instantanément (l'Arduino est cadencé à 16MHz, il peut effectuer 16 million d'opérations élémentaires par seconde. Celle-ci n'est probablement pas élémentaire, mais vous pouvez tabler sur quelque chose de l'ordre de la micro-seconde).

De même pour les deux instructions suivantes.

Il arrive alors à votre wait, qui lui prend 5 secondes à exécuter.

Par conséquent ce morceau de code dans son ensemble ne verra une attente de 5 secondes qu'une seule fois, durant laquelle seront allumées rougeV et verteP.

J'espère être clair,

Amicalement,

Yannick.",0.0,0.3,MinesTelecom/04017/session01,N
PriscilliaF,TALENCE,FR,f,1988,m,"Bonjour, 

Si je suis ce MOOC, c'est parce que j'aimerais essayer de fabriquer une prothèse myoélectrique.

En voyant le thème de cette semaine, je fais le parallèle avec un capteur musculaire (les électrodes qui sont utilisées sur les prothèses pour bouger la prothèse). J'ai tendance à me dire qu'il suffit de remplacer la photorésistance par un de ces capteurs... mon raisonnement est un peu simpliste ou j'ai raison ?

Si oui, savez-vous où je peux me procurer ces capteurs et à quel prix ? 
J'ai trouvé quelques liens mais je ne vois pas le moyen d'acheter, ni le prix et je ne sais pas s'il y en a de meilleurs que d'autres, peut être que vous pouvez me conseiller !

Je précise que je ne connais rien dans ce domaine. J'ai bien suivi la première semaine mais ça s'est déjà un peu corsé pour moi dès la deuxième semaine ;) 

Merci à vous ! 

",0.3125,1.0,MinesTelecom/04017/session01,Y
JuFaye,L'Isle sur la Sorgue,FR,f,1998,el,"J'ai essayé de faire ce que vous m'avez dit mais sans succès, j'obtient le même résultat. Ce n'est pas grave je verrai avec mon prof dès que possible, merci quand même pour le temps que vous avez consacré.

Bonne continuation,",0.0,1.0,MinesTelecom/04017/session01,Y
JuFaye,L'Isle sur la Sorgue,FR,f,1998,el,"J'ai essayé de faire ce que vous m'avez dit mais sans succès, j'obtient le même résultat. Ce n'est pas grave je verrai avec mon prof dès que possible, merci quand même pour le temps que vous avez consacré.

Bonne continuation,",0.0,1.0,MinesTelecom/04017/session01,N
pierGenet,bale,CH,m,1991,m,"Bonjour,

J'ai une question relative à l'exercice sur le bouton poussoir.
J'observe un phénomène lorsque l'entrée est alimentée en 5V suite à l'appui sur le BP. La LED de sortie reste allumée après le relâchement du bouton pendant 2-3s.

J'ai aussi remarqué que si j'avais le doigt en dessous de la breadboard sous l'entrée digitale, le problème disparaissait et le temps de réaction est instantanée.

J'ai testé sur les entrées 6 et 8 même phénomène.
A quoi cela peut-il être dû ? Électricité statique ?

Je vous remercie d'avance.
Pierre.",0.0,0.0,MinesTelecom/04017/session01,N
PriscilliaF,TALENCE,FR,f,1988,m,"Pour moi, il faut simplement utiliser une pile comme pour le montage avec la photorésistance non ?

Je viens de trouver ça pour le capteur musculaire : 
http://www.exp-tech.de/myoware-muscle-sensor?___store=en&___from_store=de

Ils donnent des explications sur l'utilisation

Et ça qui est apparemment un exemple pour faire fonctionner le capteur avec une carte arduino si j'ai bien compris : https://github.com/AdvancerTechnologies/MyoWare_MuscleSensor/blob/master/Example%20Code/ReadAnalogVoltage/ReadAnalogVoltage.ino

Reste à savoir si je peux vraiment le faire avec le matériel que j'ai. J'ai acheté le kit que vous aviez recommandé.",0.0,0.0,MinesTelecom/04017/session01,Y
gilles-P,Mulhouse,FR,m,1960,hs,"Bonjour j'ai une question concernant les pattes de sorties 0 et 1
Par défaut elles sont utilisées pour la connexion USB (Tx/Rx)
Si dans un programme on les configure en Sortie... pinMode(0, OUTPUT);  pinMode(1, OUTPUT) 
que se passe t'il une fois le programme lancé ?  
On a bien sur plus l'option ""communication série""; alors comment reprend t-on la main sur l'Arduino pour changer le programme ? 
(puisque le programme se relance à la mise sous tension et va configurer les pin 0-1 en sortie)
J'hésite à tenter l'expérience  :)",0.333333,0.666667,MinesTelecom/04017/session01,Y
gilles-P,Mulhouse,FR,m,1960,hs,"Bonjour j'ai une question concernant les pattes de sorties 0 et 1
Par défaut elles sont utilisées pour la connexion USB (Tx/Rx)
Si dans un programme on les configure en Sortie... pinMode(0, OUTPUT);  pinMode(1, OUTPUT) 
que se passe t'il une fois le programme lancé ?  
On a bien sur plus l'option ""communication série""; alors comment reprend t-on la main sur l'Arduino pour changer le programme ? 
(puisque le programme se relance à la mise sous tension et va configurer les pin 0-1 en sortie)
J'hésite à tenter l'expérience  :)",0.333333,0.666667,MinesTelecom/04017/session01,N
BEARAP,PARIS,FR,f,1961,m,"Merci, je comprend que c'est une commande, qui ""conserve"" l'état défini précédemment pendant 5s.",0.0,0.0,MinesTelecom/04017/session01,Y
BEARAP,PARIS,FR,f,1961,m,"Merci, je comprend que c'est une commande, qui ""conserve"" l'état défini précédemment pendant 5s.",0.0,0.0,MinesTelecom/04017/session01,N
willCutlass,Québec,CA,m,1973,p,"Bonjour,
sur les montages en exemple, si j'ai bien compris, on place la photo résistance en pull-down (?) , forçant la mise au ground en l'absence de tension, assurant aucun signal parasite sur l'entrée. 
Ma question est la suivante : pourquoi ne fait on pas de même pour la LED (et à fortiori pour le buzzer) qui eux aussi sont montés sur de l'analogique, et pouvant être ainsi sensible aux signaux parasites (je pense que pour les sorties numériques LOW HIGH c'est moins nécessaire, non ? )
Merci de vos réponses et explications.
Guillaume",0.0491667,0.28,MinesTelecom/04017/session01,Y
willCutlass,Québec,CA,m,1973,p,"Bonjour,
sur les montages en exemple, si j'ai bien compris, on place la photo résistance en pull-down (?) , forçant la mise au ground en l'absence de tension, assurant aucun signal parasite sur l'entrée. 
Ma question est la suivante : pourquoi ne fait on pas de même pour la LED (et à fortiori pour le buzzer) qui eux aussi sont montés sur de l'analogique, et pouvant être ainsi sensible aux signaux parasites (je pense que pour les sorties numériques LOW HIGH c'est moins nécessaire, non ? )
Merci de vos réponses et explications.
Guillaume",0.0491667,0.28,MinesTelecom/04017/session01,N
willCutlass,Québec,CA,m,1973,p,"Bonjour,
Dans mon simulateur, j'ai branché la Led et le Buzzer.
Les 2 semblent être correctement influencés par la photoresistance, les valeurs s'ajustant.
Toutefois, la tension aux bornes de la Led semble varier correctement aussi avec la photoresistance.
Mais la tension aux bornes du Buzzer reste sensiblement proche de 5V, et ce quelques soit la valeur envoyée sur la borne 8. Est-ce normal ? La tension ne devrait elle pas variée ? 
Merci.
Guillaume",0.15,0.65,MinesTelecom/04017/session01,Y
willCutlass,Québec,CA,m,1973,p,"Bonjour,
Dans mon simulateur, j'ai branché la Led et le Buzzer.
Les 2 semblent être correctement influencés par la photoresistance, les valeurs s'ajustant.
Toutefois, la tension aux bornes de la Led semble varier correctement aussi avec la photoresistance.
Mais la tension aux bornes du Buzzer reste sensiblement proche de 5V, et ce quelques soit la valeur envoyée sur la borne 8. Est-ce normal ? La tension ne devrait elle pas variée ? 
Merci.
Guillaume",0.15,0.65,MinesTelecom/04017/session01,N
PriscilliaF,TALENCE,FR,f,1988,m,"Merci pour votre réponse ! 
J'ai commandé tout ça, je vais essayer pour voir si ça marche. 

Bonne journée à vous !",0.0,0.0,MinesTelecom/04017/session01,Y
stiphaen,None,FR,f,1977,jhs,"Un conseil : relis **très attentivement** le code étape par étape. Et tu comprendras pourquoi l'état ne change pas ;-) 
",0.25,1.0,MinesTelecom/04017/session01,Y
carlos65,lannemezan,FR,m,1966,other,"bonjour

je tourne en rond sur le cours avec la photoresistance
je n'arrive pas a allumer la led avec ce shema tous les elements fonctionnent 
sauf cette @@@@@@@@@! de led.
celle ci s'allume individuellement(donc pas de pb de led)
la communication de la photoresistance avec l'ordinateur fonctionne et la photoresistance 
reagis bien au difference de luminosite.
j'ai change les differentes entrées et sorties (a0 a1 a2....; 8 9 11....)rien a faire 
tout fonctionne sauf la led.
j'en deduis que je n'ais pas de courant a la sortie pour la led WHY!! 
merci.",0.0,0.0,MinesTelecom/04017/session01,Y
carlos65,lannemezan,FR,m,1966,other,"bonjour

je tourne en rond sur le cours avec la photoresistance
je n'arrive pas a allumer la led avec ce shema tous les elements fonctionnent 
sauf cette @@@@@@@@@! de led.
celle ci s'allume individuellement(donc pas de pb de led)
la communication de la photoresistance avec l'ordinateur fonctionne et la photoresistance 
reagis bien au difference de luminosite.
j'ai change les differentes entrées et sorties (a0 a1 a2....; 8 9 11....)rien a faire 
tout fonctionne sauf la led.
j'en deduis que je n'ais pas de courant a la sortie pour la led WHY!! 
merci.",0.0,0.0,MinesTelecom/04017/session01,N
stiphaen,None,FR,f,1977,jhs,"@lecomteb : le barème concerne uniquement le code et les commentaires. 
Donc consigne ou pas, si il n'y a pas d'image jointe, il n'y aucune raison d'enlever des points puisque encore une fois ça ne fait pas parti du barème.
",0.0,0.0,MinesTelecom/04017/session01,Y
GCGuitare,Saint ETIENNE,FR,m,None,other,"Dans les codes soumis à l'évaluation il n'y a pas de mise en forme, il faudrait que les réponses puissent contenir les indentations des codes qu'on doit évaluer, c'est difficile à lire. Je trouve que c'est pénalisant pour celui qui l'a rédigé comme pour celui qui doit l'évaluer. Est-ce que d'autres ont la même difficulté? ",0.0,0.0,MinesTelecom/04017/session01,Y
GCGuitare,Saint ETIENNE,FR,m,None,other,"Dans les codes soumis à l'évaluation il n'y a pas de mise en forme, il faudrait que les réponses puissent contenir les indentations des codes qu'on doit évaluer, c'est difficile à lire. Je trouve que c'est pénalisant pour celui qui l'a rédigé comme pour celui qui doit l'évaluer. Est-ce que d'autres ont la même difficulté? ",0.0,0.0,MinesTelecom/04017/session01,N
GCGuitare,Saint ETIENNE,FR,m,None,other,"Je trouve que c'est dommageable pour le rédacteur comme pour celui qui doit l'évaluer, ça peut vite devenir difficile a interpréter. Y a t il une solution pour pouvoir soumettre du code avec indentation?",0.0,0.0,MinesTelecom/04017/session01,Y
GCGuitare,Saint ETIENNE,FR,m,None,other,"Je trouve que c'est dommageable pour le rédacteur comme pour celui qui doit l'évaluer, ça peut vite devenir difficile a interpréter. Y a t il une solution pour pouvoir soumettre du code avec indentation?",0.0,0.0,MinesTelecom/04017/session01,N
FGATS,ATHEE SUR CHER,FR,m,1947,b,"**Merci le MOOC !­**

Plus de 7000 inscrits, forcément on va retrouver ici toute la diversité de caractères composant la société des humains.
Mais ici, ce qui est très amusant, c'est que la machine à remonter le temps fonctionne : j'ai déjà 10 ans de retraite derrière moi mais qu'à cela ne tienne, me voici à nouveau en culotte courte au milieu de la cour d'école …

Je vous explique ….
Tout en me baladant sur le forum,  j'entends les cris d'excitation des uns, les piaillements des autres, je vois des regards angoissés (il vient de se choper une mauvaise note celui-là), la jubilation de ceux venus passer un bon moment (et ils y parviennent ...), la frustration de ceux venus pour briller et qui n'y arrivent pas (qu'à cela ne tienne, il y aura une bonne occasion de se venger …), les défenseurs de la liberté totale (le maître a dit mais moi, je fais comme je veux parce que c'est mieux!), les partisans de l'ordre à tout prix (ton truc fonctionne mais t'as remplacé 30000 Hz par 10000 Hz et ce n'était pas dans la loi : je te saque,  bien fait pour toi ! hummm, y'a pas de petits plaisirs ...) 

Et moi dans tout ça ? 

« J'ai dix ans
Si tu m'crois pas hé 
Tar' ta gueule à la récré 
Si tu m'crois pas 
Tar' ta gueule à la récré 
Tar' ta gueule »


*Merci à toute l'équipe pédagogique pour leur excellent travail et  mon salut amical à tous mes copains d'école ! 
Euh, non toi, je te salue pas, crâne d'oeuf, fallait pas me noter 3/5 seulement ....*

à+
",1.0,1.0,MinesTelecom/04017/session01,Y
FGATS,ATHEE SUR CHER,FR,m,1947,b,"**Merci le MOOC !­**

Plus de 7000 inscrits, forcément on va retrouver ici toute la diversité de caractères composant la société des humains.
Mais ici, ce qui est très amusant, c'est que la machine à remonter le temps fonctionne : j'ai déjà 10 ans de retraite derrière moi mais qu'à cela ne tienne, me voici à nouveau en culotte courte au milieu de la cour d'école …

Je vous explique ….
Tout en me baladant sur le forum,  j'entends les cris d'excitation des uns, les piaillements des autres, je vois des regards angoissés (il vient de se choper une mauvaise note celui-là), la jubilation de ceux venus passer un bon moment (et ils y parviennent ...), la frustration de ceux venus pour briller et qui n'y arrivent pas (qu'à cela ne tienne, il y aura une bonne occasion de se venger …), les défenseurs de la liberté totale (le maître a dit mais moi, je fais comme je veux parce que c'est mieux!), les partisans de l'ordre à tout prix (ton truc fonctionne mais t'as remplacé 30000 Hz par 10000 Hz et ce n'était pas dans la loi : je te saque,  bien fait pour toi ! hummm, y'a pas de petits plaisirs ...) 

Et moi dans tout ça ? 

« J'ai dix ans
Si tu m'crois pas hé 
Tar' ta gueule à la récré 
Si tu m'crois pas 
Tar' ta gueule à la récré 
Tar' ta gueule »


*Merci à toute l'équipe pédagogique pour leur excellent travail et  mon salut amical à tous mes copains d'école ! 
Euh, non toi, je te salue pas, crâne d'oeuf, fallait pas me noter 3/5 seulement ....*

à+
",1.0,1.0,MinesTelecom/04017/session01,N
CatPiper,Auxonne,FR,m,1958,none,"Comment est branchée ta LED ?

Cordialement,",0.0,0.0,MinesTelecom/04017/session01,Y
slavergne63,ORLEAT,FR,m,1973,hs,"Bonjour,
 Je me suis inscrit dans ce cours dans le but de me perfectionner en programmation avec Arduino.
 Je suis analyste-programmeur, je programme surtout sous Visual Studio, et j'ai découvert Arduino dans le cadre d'un nouveau projet professionnel.
Je commence le cours 1 peu tard, j'espère que je pourrai faire les exercices des semaines passées.
 C'est mon 1er cours sur FUN-MOOC.
 A bientôt,
 Stéphane",0.0,0.0,MinesTelecom/04017/session01,Y
slavergne63,ORLEAT,FR,m,1973,hs,"Bonjour,
 Je me suis inscrit dans ce cours dans le but de me perfectionner en programmation avec Arduino.
 Je suis analyste-programmeur, je programme surtout sous Visual Studio, et j'ai découvert Arduino dans le cadre d'un nouveau projet professionnel.
Je commence le cours 1 peu tard, j'espère que je pourrai faire les exercices des semaines passées.
 C'est mon 1er cours sur FUN-MOOC.
 A bientôt,
 Stéphane",0.0,0.0,MinesTelecom/04017/session01,N
willCutlass,Québec,CA,m,1973,p,"Merci, c'est beaucoup plus clair. 
Ça me prend un oscilloscope :-)",0.5,1.0,MinesTelecom/04017/session01,Y
willCutlass,Québec,CA,m,1973,p,"Merci, c'est beaucoup plus clair. 
Ça me prend un oscilloscope :-)",0.5,1.0,MinesTelecom/04017/session01,N
Limaromeo,Orvaux,FR,m,1959,jhs,"Bonjour a tous
Je débute et espère sortir de mon ignorance grâce a ce MOOC.
Aimerais rejoindre une FABLAB sur Evreux (27000). Vu que nous sommes 4 inscris a ce MOOC qui se situent près de Evreux, on pourrait faire quelque chose?
A bientot",0.0,0.0,MinesTelecom/04017/session01,Y
Limaromeo,Orvaux,FR,m,1959,jhs,"Bonjour a tous
Je débute et espère sortir de mon ignorance grâce a ce MOOC.
Aimerais rejoindre une FABLAB sur Evreux (27000). Vu que nous sommes 4 inscris a ce MOOC qui se situent près de Evreux, on pourrait faire quelque chose?
A bientot",0.0,0.0,MinesTelecom/04017/session01,N
carlos65,lannemezan,FR,m,1966,other,"exactement comme sur le shema sur port 9 a l'anode et resistance de 1 k
sur retour gnd.j 'ai teste allumage sur tous les ports avec un code du type BLINK ca fonctionne tres bien.
on dirais qu il n y a pas de contact entre les port analogique a0 a1 a2... et les sorties designe sur port 8 9 10 11 ....
le code que j'utilise est le copier coller du cours il semble marcher
parfaitement avec les autres participants",0.0,0.0,MinesTelecom/04017/session01,Y
carlos65,lannemezan,FR,m,1966,other,"exactement comme sur le shema sur port 9 a l'anode et resistance de 1 k
sur retour gnd.j 'ai teste allumage sur tous les ports avec un code du type BLINK ca fonctionne tres bien.
on dirais qu il n y a pas de contact entre les port analogique a0 a1 a2... et les sorties designe sur port 8 9 10 11 ....
le code que j'utilise est le copier coller du cours il semble marcher
parfaitement avec les autres participants",0.0,0.0,MinesTelecom/04017/session01,N
jmgineste,Biarritz,FR,m,1961,hs,"Ni y at-il pas un script incomplet dans 5) ?
""5. Soit le programme suivant et le circuit que nous avons vu dans l'exemple ""Button"" :"" En particulier au niveau de la fonction digitalRead.
Cordialement
JMG",0.0,0.0,MinesTelecom/04017/session01,Y
GCGuitare,Saint ETIENNE,FR,m,None,other,"bonjour je voudrais un éclaircissement sur la question 2 du qcm de la semaine 3. en effet j'ai coché toutes les valeurs parce que j'ai lu dans le PDF : ""avec analogRead, nous recevons une valeur comprise entre 0 et 1024"", alors pourquoi la case à cocher 1024 donne une réponse fausse ?",0.0,0.0,MinesTelecom/04017/session01,Y
GCGuitare,Saint ETIENNE,FR,m,None,other,"bonjour je voudrais un éclaircissement sur la question 2 du qcm de la semaine 3. en effet j'ai coché toutes les valeurs parce que j'ai lu dans le PDF : ""avec analogRead, nous recevons une valeur comprise entre 0 et 1024"", alors pourquoi la case à cocher 1024 donne une réponse fausse ?",0.0,0.0,MinesTelecom/04017/session01,N
SylvainDreh,METZ,FR,m,1966,el,"Hello CGGuitare

A mon avis pour du 8 bits => 256 => plage de 0 à 255
                  16 bits => 1024 => plage de 0 à 1023

Des personnes plus expérimentées que moi peuvent-elles le confirmer ?

@+",0.0,0.0,MinesTelecom/04017/session01,Y
SylvainDreh,METZ,FR,m,1966,el,"Hello CGGuitare

A mon avis pour du 8 bits => 256 => plage de 0 à 255
                  16 bits => 1024 => plage de 0 à 1023

Des personnes plus expérimentées que moi peuvent-elles le confirmer ?

@+",0.0,0.0,MinesTelecom/04017/session01,N
SylvainDreh,METZ,FR,m,1966,el,"Salut Kriscox

Comme le souligne stiphaen relis bien le code.

Analyse bien le début et tu devrais comprendre.

Perso, je me suis fait avoir aussi (c'est ça la précipitation).

Bon courage.",0.0,0.0,MinesTelecom/04017/session01,Y
SylvainDreh,METZ,FR,m,1966,el,"Salut Kriscox

Comme le souligne stiphaen relis bien le code.

Analyse bien le début et tu devrais comprendre.

Perso, je me suis fait avoir aussi (c'est ça la précipitation).

Bon courage.",0.0,0.0,MinesTelecom/04017/session01,N
GCGuitare,Saint ETIENNE,FR,m,None,other,"Salut Sylvain, merci pour l'info. Avec un poil de réflexion on y arrive.
Si 16 bits alors 2^16 = 65535 valeurs donc de 0 à 65535
Si 8 bits alors 2^8 = 256 valeurs donc de 0 à 255
Si 10 bits alors 2^10 = 1024 Valeurs donc de 0 à 1023
J'aurais du regarder la vidéo, c'est très clairement indiqué mais c'est pas exact dans le pdf !!!",0.488281,0.25,MinesTelecom/04017/session01,Y
GCGuitare,Saint ETIENNE,FR,m,None,other,"Salut Sylvain, merci pour l'info. Avec un poil de réflexion on y arrive.
Si 16 bits alors 2^16 = 65535 valeurs donc de 0 à 65535
Si 8 bits alors 2^8 = 256 valeurs donc de 0 à 255
Si 10 bits alors 2^10 = 1024 Valeurs donc de 0 à 1023
J'aurais du regarder la vidéo, c'est très clairement indiqué mais c'est pas exact dans le pdf !!!",0.488281,0.25,MinesTelecom/04017/session01,N
CatPiper,Auxonne,FR,m,1958,none,"Bonjour,

Quelles valeurs envoies tu sur la broche 9 ?

Cordialement,",0.0,0.0,MinesTelecom/04017/session01,Y
willCutlass,Québec,CA,m,1973,p,"Bonjour,

J'ai cherché, mais je ne pense pas que ce soit la même question. Ma question ne porte pas sur le montage de la photo resistance (ou du bouton poussoir), mais de savoir comment, si j'ai 0 en entrée A0, m'assurer que j'ai vraiment 0V en sortie analogique (et non plus numérique) de la LED, et non pas un résidu qui provoquerait quand même un faible éclairage de la LED.

Il me semblait que le but d'un montage Pullup/down etait en particulier de s'assurer de bien avoir 0V au repos (ou 5V selon le montage), comme expliqué dans le forum pour le bouton poussoir.  (de même, si la photorésistance est à 0 en valeur, j'aimerai avoir 0dB sur le buzzer)

Est-ce correct de penser ça ?

Merci,
Guillaume",0.0,0.0,MinesTelecom/04017/session01,Y
